url	length_url	length_hostname	ip	nb_dots	nb_hyphens	nb_at	nb_qm	nb_and	nb_or	nb_eq	nb_underscore	nb_tilde	nb_percent	nb_slash	nb_star	nb_colon	nb_comma	nb_semicolumn	nb_dollar	nb_space	nb_www	nb_com	nb_dslash	http_in_path	https_token	ratio_digits_url	ratio_digits_host	punycode	port	tld_in_path	tld_in_subdomain	abnormal_subdomain	nb_subdomains	prefix_suffix	random_domain	shortening_service	path_extension	nb_redirection	nb_external_redirection	length_words_raw	char_repeat	shortest_words_raw	shortest_word_host	shortest_word_path	longest_words_raw	longest_word_host	longest_word_path	avg_words_raw	avg_word_host	avg_word_path	phish_hints	domain_in_brand	brand_in_subdomain	brand_in_path	suspecious_tld	statistical_report	nb_hyperlinks	ratio_intHyperlinks	ratio_extHyperlinks	ratio_nullHyperlinks	nb_extCSS	ratio_intRedirection	ratio_extRedirection	ratio_intErrors	ratio_extErrors	login_form	external_favicon	links_in_tags	submit_email	ratio_intMedia	ratio_extMedia	sfh	iframe	popup_window	safe_anchor	onmouseover	right_clic	empty_title	domain_in_title	domain_with_copyright	whois_registered_domain	domain_registration_length	domain_age	web_traffic	dns_record	google_index	page_rank	status
http://www.crestonwood.com/router.php	37	19	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	4	3	3	3	11	11	6	5.75	7	4.5	0	0	0	0	0	0	17	0.529411765	0.470588235	0	0	0	0.875	0	0.5	0	0	80	0	100	0	0	0	0	0	0	0	0	0	1	0	45	-1	0	1	1	4	legitimate
http://shadetreetechnology.com/V4/validation/a111aedc8ae390eabcfa130e041a10a4	77	23	1	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0.22077922100000005	0	0	0	0	0	0	1	0	0	0	0	1	0	4	4	2	19	2	32	19	32	15.75	19	14.66666667	0	0	0	0	0	0	30	0.966666667	0.033333333	0	0	0	0	0	0	0	0	100	0	80	20	0	0	0	100	0	0	0	1	0	0	77	5767	0	0	1	2	phishing
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/89e6a3b4b063b8d/?cmd=_update&dispatch=89e6a3b4b063b8d1b&locale=_	126	50	1	4	1	0	1	2	0	3	2	0	0	5	0	1	0	0	0	0	0	1	0	0	0	0.150793651	0	0	0	0	1	0	3	1	0	0	0	1	0	12	2	2	3	2	17	13	17	8.25	8.4	8.142857142999999	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	100	0	0	0	1	0	0	14	4004	5828815	0	1	0	phishing
http://rgipt.ac.in	18	11	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	5	5	0	5	5	0	5	5	0	0	0	0	0	0	0	149	0.973154362	0.026845638	0	0	0	0.25	0	0.25	0	0	100	0	96.42857143	3.571428571	0	0	0	62.5	0	0	0	1	0	0	62	-1	107721	0	0	3	legitimate
http://www.iracing.com/tracks/gateway-motorsports-park/	55	15	0	2	2	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	6	3	3	3	4	11	7	11	6.333333333	5	7	0	0	0	0	0	0	102	0.470588235	0.529411765	0	0	0	0.537037037	0	0.018518519	1	0	76.47058824	0	0	100	0	0	0	0	0	0	0	0	1	0	224	8175	8725	0	0	6	legitimate
http://appleid.apple.com-app.es/	32	24	0	3	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	4	3	3	3	0	7	7	0	4.5	4.5	0	0	0	0	0	0	0	10	0.3	0.7	0	0	0	0.571428571	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	1	0	phishing
http://www.mutuo.it	19	12	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	3	3	3	0	5	5	0	4	4	0	0	0	0	0	0	0	98	0.081632653	0.918367347	0	10	0	0	0	0	0	1	0	0	0	100	0	0	0	100	0	0	0	0	1	0	170	7529	0	0	0	1	legitimate
http://www.shadetreetechnology.com/V4/validation/ba4b8bddd7958ecb8772c836c2969531	81	27	1	2	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	1	0.259259259	0	0	0	0	0	0	2	0	0	0	0	1	0	5	8	2	3	2	32	19	32	13.2	11	14.66666667	0	0	0	0	0	0	30	0.966666667	0.033333333	0	0	0	0	0	0	0	0	100	0	80	20	0	0	0	100	0	0	0	1	0	0	76	5767	0	0	1	2	phishing
http://vamoaestudiarmedicina.blogspot.com/	42	34	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	8	8	0	21	21	0	14.5	14.5	0	0	1	0	0	0	0	63	0.206349206	0.793650794	0	3	0	0.38	0	0	0	1	0	0	0	100	0	0	0	27.27272727	0	0	0	1	1	0	371	7298	0	0	0	5	legitimate
https://parade.com/425836/joshwigler/the-amazing-race-host-phil-keoghan-previews-the-season-27-premiere/	104	10	0	1	10	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0.076923077	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	2	6	2	10	6	10	5.571428571	6	5.538461538	1	0	0	0	0	0	140	0.7785714290000001	0.221428571	0	1	0	0.193548387	0	0	0	1	93.10344828	0	10	90	0	0	0	58.13953488	0	0	0	1	0	0	128	9368	6774	0	0	5	legitimate
